City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,nikolayevsk-on-amure,53.1406,140.73,6.79,98,100,1.79,RU,1718322237
365,victoria,22.2855,114.1577,30.21,88,100,5.36,HK,1718322306
366,mbulu,-3.85,35.5333,10.85,87,5,2.2,TZ,1718322316
367,fort st. john,56.2499,-120.8529,18.94,24,40,3.09,CA,1718322301
368,mo i rana,66.3128,14.1428,12.96,77,43,0.0,NO,1718322316
369,playa blanca,28.8643,-13.8281,21.11,78,5,7.69,ES,1718322316
370,hancheng,32.5186,112.3522,29.92,56,94,3.76,CN,1718322316
371,saint-pierre,-21.3393,55.4781,22.82,64,0,2.57,RE,1718322234
372,balabac,7.9868,117.0645,27.55,78,100,3.54,PH,1718322316
373,bermejo,-32.8833,-68.8,15.95,48,0,3.09,AR,1718322088
374,bei'an,24.5399,109.533,24.54,99,100,1.65,CN,1718322316
375,sakaiminato,35.55,133.2333,23.99,73,20,1.54,JP,1718322316
376,huilong,31.8111,121.655,24.43,76,92,5.62,CN,1718322316
377,krutaya gorka,55.3649,73.2231,16.82,93,29,1.5,RU,1718322316
378,klyuchi,52.2667,79.1667,17.62,72,21,1.89,RU,1718322221
379,lorengau,-2.0226,147.2712,27.36,81,100,0.63,PG,1718322215
380,yung shue wan,22.2333,114.1167,29.86,86,100,0.89,HK,1718322316
381,jassans-riottier,45.9835,4.76,18.41,64,100,2.23,FR,1718322316
382,akjoujt,19.6969,-14.4164,34.0,17,50,8.1,MR,1718322316
383,yala,6.3333,101.25,25.89,91,87,0.98,TH,1718322316
384,omutinskiy,56.4745,67.6709,19.34,92,2,2.37,RU,1718322316
385,barra de santo antonio,-9.4047,-35.5072,25.6,81,87,7.08,BR,1718322316
386,merlo,-32.3429,-65.014,17.74,37,81,2.18,AR,1718322316
387,suntar,62.1444,117.6319,21.27,57,10,3.49,RU,1718322316
388,fuglafjordur,62.244,-6.814,9.26,82,10,7.74,FO,1718322317
389,chapaev,50.2,51.1667,23.26,43,41,1.21,KZ,1718322317
390,santa barbara,34.7333,-120.0343,22.73,57,0,4.12,US,1718322216
391,morehead city,34.7229,-76.726,27.03,68,0,4.63,US,1718322272
392,mstsislaw,54.0192,31.7257,13.25,74,44,1.78,BY,1718322317
393,sisimiut,66.9395,-53.6735,3.9,76,33,3.37,GL,1718322208
394,kayangel,8.0823,134.7173,26.82,84,100,9.15,PW,1718322236
395,samana,19.2056,-69.3369,29.98,88,77,4.19,DO,1718322317
396,polonnaruwa,7.9333,81.0,26.59,73,95,4.93,LK,1718322317
397,rio gallegos,-51.6226,-69.2181,3.03,81,20,10.29,AR,1718322214
398,semnan,35.5729,53.3971,24.07,41,99,7.02,IR,1718322317
399,kudahuvadhoo,2.6708,72.8944,28.85,73,86,5.55,MV,1718322317
400,westport,41.1415,-73.3579,26.08,61,0,3.6,US,1718322108
401,tlahualilo de zaragoza,26.1167,-103.45,37.19,16,7,7.27,MX,1718322317
402,hasaki,35.7333,140.8333,26.27,61,0,2.97,JP,1718322203
403,viqueque,-8.8673,126.3658,24.97,67,32,0.77,TL,1718322317
404,gisborne,-38.6533,178.0042,15.57,88,100,8.4,NZ,1718322099
405,sandnessjoen,66.0217,12.6316,10.29,78,4,3.55,NO,1718322245
406,broome,42.2506,-75.833,27.21,46,0,4.63,US,1718322317
407,nabire,-3.3667,135.4833,26.6,81,100,0.84,ID,1718322243
408,prymors'k,46.7348,36.3443,20.1,51,19,2.67,UA,1718322317
409,walvis bay,-22.9575,14.5053,20.15,39,0,2.52,NA,1718322196
410,kismayo,-0.3582,42.5454,25.11,84,40,6.09,SO,1718322317
411,swift current,50.2834,-107.8014,20.45,37,40,8.23,CA,1718322250
412,newman,37.3138,-121.0208,34.05,44,1,2.24,US,1718322317
413,comodoro rivadavia,-45.8667,-67.5,7.92,87,0,1.54,AR,1718322056
414,collie,-33.3667,116.15,7.08,85,20,1.62,AU,1718322317
415,goure,13.9835,10.2704,32.59,30,7,3.3,NE,1718322317
416,silver springs shores,29.1044,-82.0206,29.98,82,96,2.69,US,1718322051
417,saint-louis,16.3333,-15.0,35.8,26,84,1.13,SN,1718322318
418,cidreira,-30.1811,-50.2056,19.51,80,83,4.8,BR,1718322318
419,hoshangabad,22.75,77.7167,32.24,46,43,5.73,IN,1718322318
420,santana,-0.0583,-51.1817,27.1,89,40,3.6,BR,1718322318
421,boundiali,9.5217,-6.4869,22.1,95,99,0.9,CI,1718322318
422,salinas,36.6777,-121.6555,22.23,76,100,6.69,US,1718322317
423,boende,-0.2167,20.8667,24.15,69,45,0.7,CD,1718322318
424,puerto baquerizo moreno,-0.9,-89.6,21.87,84,45,4.35,EC,1718322194
425,martapura,-3.4167,114.85,24.05,100,95,0.6,ID,1718322318
426,dhekiajuli,26.7,92.5,25.28,91,63,0.87,IN,1718322318
427,port lincoln,-34.7333,135.8667,15.68,82,7,7.19,AU,1718322210
428,svetlyy,54.675,20.1347,10.2,91,58,0.49,RU,1718322244
429,lihue,21.9789,-159.3672,30.58,67,20,6.17,US,1718321951
430,hithadhoo,-0.6,73.0833,28.57,71,41,4.57,MV,1718322202
431,juye,35.3947,116.0883,31.26,46,99,5.31,CN,1718322318
432,tralee,52.2704,-9.7026,10.7,88,99,6.09,IE,1718322318
433,mar del plata,-38.0023,-57.5575,17.27,97,100,4.12,AR,1718321989
434,santa cruz del sur,20.7147,-77.9956,29.29,74,92,5.83,CU,1718322318
435,altay,47.8667,88.1167,18.86,47,98,0.6,CN,1718322318
436,okhotsk,59.3833,143.3,10.96,69,15,3.22,RU,1718322246
437,flin flon,54.7682,-101.865,12.91,71,75,1.54,CA,1718322203
438,inarajan village,13.2736,144.7484,29.11,90,77,7.51,GU,1718322318
439,kirtland,36.7342,-108.3598,35.61,9,0,6.17,US,1718322318
440,grand falls-windsor,48.9332,-55.6649,14.72,90,57,4.16,CA,1718322215
441,lobujya,27.95,86.8167,-0.21,67,33,1.34,NP,1718322221
442,polyarnyy,69.1989,33.4478,6.19,78,89,1.39,RU,1718322251
443,kadipur,26.1667,82.3833,34.57,29,13,2.93,IN,1718322318
444,omaruru,-21.4333,15.9333,12.0,25,0,3.93,NA,1718322318
445,stanovoye,52.7638,38.3582,14.39,93,100,4.53,RU,1718322318
446,nadym,65.5333,72.5167,12.76,89,89,4.65,RU,1718322201
447,natal,-5.795,-35.2094,25.36,94,75,5.14,BR,1718322154
448,portland,45.5234,-122.6762,25.6,42,75,4.12,US,1718322105
449,trimbak,19.9333,73.55,22.47,92,78,3.42,IN,1718322319
450,susanville,40.4163,-120.653,30.37,14,0,7.5,US,1718322063
451,nyurba,63.2842,118.3319,20.3,63,20,2.22,RU,1718322319
452,olney,39.1532,-77.0669,30.14,66,20,4.12,US,1718322319
453,nuku'alofa,-21.1333,-175.2,27.19,89,75,9.77,TO,1718322319
454,dryden,49.7833,-92.7503,20.16,42,40,3.09,CA,1718322319
455,sevenoaks,51.27,0.1928,11.49,55,100,8.17,GB,1718322319
456,neiafu,-18.65,-173.9833,28.38,83,75,4.63,TO,1718322319
457,praia da vitoria,38.7333,-27.0667,20.98,100,75,5.2,PT,1718322226
458,fortaleza,-3.7227,-38.5247,27.07,78,0,3.09,BR,1718322253
459,dien bien phu,21.3833,103.0167,24.2,96,100,0.95,VN,1718322099
460,meadow lakes,61.6247,-149.6011,15.31,60,100,3.09,US,1718322319
461,karratha,-20.7377,116.8463,22.59,51,29,0.57,AU,1718322209
462,plesetsk,62.708,40.2916,13.32,87,88,2.03,RU,1718322319
463,fort frances,48.5999,-93.4003,21.12,52,75,5.66,CA,1718322319
464,inazawa,35.25,136.7833,29.5,57,0,0.83,JP,1718322319
465,coyhaique,-45.5752,-72.0662,6.34,97,90,3.05,CL,1718322319
466,nchelenge,-9.3451,28.734,15.49,64,0,3.12,ZM,1718322319
467,alice springs,-23.7,133.8833,14.75,77,0,1.03,AU,1718322223
468,dwarka,22.2394,68.9678,28.76,84,0,6.53,IN,1718322243
469,oxapampa,-10.5775,-75.4017,16.32,97,90,0.38,PE,1718322319
470,iskateley,67.6803,53.1512,8.9,84,84,4.02,RU,1718322230
471,vanino,49.0869,140.2543,10.09,76,100,2.19,RU,1718322319
472,baruun-urt,46.6806,113.2792,13.44,59,86,7.82,MN,1718322319
473,muisne,0.6,-80.0333,23.78,88,100,5.45,EC,1718322319
474,san fernando,15.0286,120.6898,27.85,76,38,1.39,PH,1718322054
475,tevriz,57.509,72.4042,18.84,96,51,1.3,RU,1718322320
476,miguel calmon,-11.4289,-40.595,21.24,74,43,3.59,BR,1718322320
477,riviere-du-loup,47.8304,-69.5342,22.15,53,60,3.09,CA,1718322277
478,igarka,67.4667,86.5833,7.23,94,79,7.15,RU,1718322320
479,buncrana,55.1333,-7.45,11.38,95,98,3.74,IE,1718322320
480,albertina,-22.2008,-46.6158,13.95,57,0,3.01,BR,1718322320
481,porto belo,-27.1578,-48.5531,20.61,97,5,2.73,BR,1718322320
482,boguchany,58.3814,97.4531,18.25,68,95,1.34,RU,1718322320
483,port hueneme,34.1478,-119.1951,27.48,75,100,6.17,US,1718322320
484,mugia,43.1041,-9.2179,16.62,100,100,4.39,ES,1718322320
485,duong dong,10.2167,103.9667,29.0,84,20,3.09,VN,1718322320
486,tofol,5.3248,163.0078,28.88,84,100,1.54,FM,1718322320
487,moores mill,34.844,-86.5183,31.82,62,0,1.54,US,1718322320
488,thunder bay,48.4001,-89.3168,19.99,68,75,2.57,CA,1718321967
489,kamaishi,39.2667,141.8833,21.52,71,6,1.1,JP,1718322233
490,nurota,40.5614,65.6886,22.22,35,71,6.6,UZ,1718322320
491,onguday,50.75,86.15,14.31,93,100,0.33,RU,1718322320
492,mitchell,43.7094,-98.0298,27.99,37,0,5.66,US,1718322132
493,grand-bassam,5.2118,-3.7388,25.98,85,86,4.87,CI,1718322320
494,al mahwit,15.4701,43.5448,20.11,51,9,2.21,YE,1718322320
495,milford haven,51.7128,-5.0341,15.35,93,95,9.33,GB,1718322320
496,antonio enes,-16.2325,39.9086,19.96,86,83,4.26,MZ,1718322234
497,changzhi,35.2089,111.7386,32.31,29,100,1.88,CN,1718322320
498,i-n-salah,27.1935,2.4607,37.1,10,0,3.27,DZ,1718322209
499,sucre,-19.0333,-65.2627,17.73,17,25,3.05,BO,1718322320
500,ad dabbah,18.05,30.95,32.16,10,68,5.27,SD,1718322320
501,fort bragg,35.139,-79.006,31.32,54,0,5.14,US,1718322227
502,hankasalmi,62.3833,26.4333,7.17,99,40,2.04,FI,1718322320
503,san andres,12.5847,-81.7006,31.01,74,20,3.09,CO,1718321943
504,rehoboth,-23.3167,17.0833,11.96,32,0,2.76,NA,1718322320
505,arteche,12.2645,125.4048,28.29,76,75,1.09,PH,1718322239
506,chifeng,42.2683,118.9636,21.82,41,2,1.96,CN,1718322321
507,acarau,-2.8856,-40.12,25.26,82,80,5.56,BR,1718322192
508,novokruchininskiy,51.7833,113.7667,8.85,73,15,1.49,RU,1718322321
509,at taj,24.2049,23.2857,28.09,17,0,3.96,LY,1718322231
510,patterson,37.4716,-121.1297,32.64,44,1,2.7,US,1718322025
511,undurkhaan,47.3194,110.6556,14.18,59,74,1.29,MN,1718322249
512,alofi,-19.0595,-169.9187,27.94,74,75,5.66,NU,1718322243
513,tondano,1.3038,124.9112,22.05,98,99,0.93,ID,1718322229
514,el matama,16.7095,33.3565,33.13,26,83,3.94,SD,1718322321
515,chibougamau,49.9168,-74.3659,17.79,88,75,1.14,CA,1718322223
516,alexandria,31.2156,29.9553,25.3,73,0,1.53,EG,1718322276
517,eagle,43.6954,-116.354,34.56,18,0,2.06,US,1718322245
518,puerto deseado,-47.7503,-65.8938,6.31,90,94,7.0,AR,1718322228
519,shyryayeve,47.3805,30.1964,15.56,94,46,1.74,UA,1718322321
520,gornozavodsk,58.3758,58.3211,16.69,98,0,1.59,RU,1718322321
521,namibe,-15.1961,12.1522,20.85,58,0,1.99,AO,1718322232
522,veinticinco de mayo,-35.4323,-60.1727,19.43,91,100,2.24,AR,1718322321
523,flying fish cove,-10.4217,105.6791,25.82,88,100,3.6,CX,1718322219
524,baise city,23.8997,106.6133,25.37,100,100,0.66,CN,1718322321
525,yushu,44.8,126.5333,21.4,72,91,2.79,CN,1718322321
526,villagarzon,1.0375,-76.6267,25.58,92,63,1.61,CO,1718322321
527,gewane,10.1664,40.6453,30.15,39,12,2.89,ET,1718322321
528,san antonio de pale,-1.4014,5.6325,25.18,88,100,7.39,GQ,1718322321
529,tarnogskiy gorodok,60.4997,43.5761,13.87,99,100,2.47,RU,1718322321
530,isla mujeres,21.2311,-86.731,31.03,83,33,5.65,MX,1718322321
531,darwin,-12.4611,130.8418,23.99,84,0,2.57,AU,1718322231
532,san patricio,28.017,-97.5169,35.4,55,45,6.83,US,1718322238
533,zaterechnyy,44.7931,45.2097,20.5,76,73,3.78,RU,1718322322
534,hailar,49.2,119.7,10.66,93,100,5.23,CN,1718322322
535,kerema,-7.9631,145.7785,25.77,89,92,4.88,PG,1718322322
536,prince rupert,54.3161,-130.3201,14.05,67,75,3.6,CA,1718322212
537,alta sierra,35.7291,-118.5495,27.28,37,17,5.14,US,1718322322
538,al muwayh,22.4333,41.7583,30.54,27,78,4.28,SA,1718322322
539,yerofey pavlovich,53.9667,121.9667,20.21,44,9,0.79,RU,1718322322
540,dakhla,23.6848,-15.958,19.25,88,2,10.49,EH,1718322216
541,arys,42.4252,68.795,19.98,43,95,4.04,KZ,1718322322
542,ouddorp,51.8117,3.9347,14.99,69,100,7.03,NL,1718322322
543,rikaze,29.25,88.8833,13.93,49,49,1.32,CN,1718322201
544,arkhangel'sk,64.5401,40.5433,13.06,82,75,1.0,RU,1718322322
545,papao,-17.75,-149.55,25.82,74,18,6.25,PF,1718322207
546,tual,-5.6667,132.75,26.19,83,99,7.95,ID,1718322196
547,howard springs,-12.497,131.047,23.95,95,89,2.52,AU,1718322322
548,cartagena del chaira,1.3349,-74.8429,23.33,98,65,0.74,CO,1718322322
549,puerto aysen,-45.4,-72.7,7.99,98,97,2.1,CL,1718322149
550,ajdabiya,30.7554,20.2263,33.24,17,0,4.27,LY,1718322322
551,pangai,-19.8,-174.35,29.06,79,40,6.17,TO,1718322322
552,callao,-12.0667,-77.15,20.95,68,40,5.66,PE,1718322091
553,yuzhno-kurilsk,44.0306,145.8556,11.32,95,100,1.92,RU,1718322211
554,mantua,45.1667,10.7833,17.58,90,27,1.34,IT,1718322322
555,centenario,-38.8043,-68.14,15.86,39,75,6.17,AR,1718322322
556,terme,41.2092,36.9739,19.96,82,5,1.73,TR,1718322322
557,penryn,50.1681,-5.1042,13.55,88,100,5.14,GB,1718322322
558,ortega,3.9361,-75.2217,26.61,75,63,1.33,CO,1718322322
559,cartagena,10.3997,-75.5144,28.79,79,20,1.54,CO,1718322322
560,twin falls,42.3505,-114.6445,31.19,18,0,4.12,US,1718322322
561,saint cloud,45.5608,-94.1625,28.0,26,0,7.2,US,1718322067
562,alghero,40.5589,8.3181,13.05,76,0,0.51,IT,1718322323
563,bay harbor,30.1471,-85.6146,29.01,80,75,5.14,US,1718322323
564,touros,-5.1989,-35.4608,25.2,88,47,5.51,BR,1718322210
565,yashikira,9.7667,3.4,25.27,78,31,1.85,NG,1718322323
566,santa terezinha,-29.9002,-50.0904,19.59,81,86,4.09,BR,1718322323
567,rio grande,-32.035,-52.0986,20.53,81,100,5.54,BR,1718321956
568,chernyshevskiy,63.0128,112.4714,15.99,72,97,4.61,RU,1718322218
569,port shepstone,-30.7414,30.455,17.09,83,51,2.72,ZA,1718322323
570,badagara,11.6,75.5833,25.4,82,100,0.9,IN,1718322323
571,jining,35.405,116.5814,32.79,42,94,5.67,CN,1718322032
572,muroto-misakicho,33.2833,134.15,23.33,76,62,1.45,JP,1718322323
573,chegdomyn,51.1167,133.0167,16.57,49,100,1.36,RU,1718322323
574,melo,-32.3667,-54.1833,20.16,75,100,6.65,UY,1718322076
575,urangan,-25.3,152.9,15.11,75,40,4.02,AU,1718322323
576,vorozhba,51.1733,34.2192,13.51,90,76,1.26,UA,1718322323
577,puerto la cruz,10.2167,-64.6167,26.43,85,82,5.39,VE,1718322257
578,mata-utu,-13.2816,-176.1745,28.54,78,5,3.52,WF,1718322227
